,carat,cut,color,clarity,depth,table,x,price
21695,1.01,Premium,G,SI1,60.8,60,6.47,5090
21696,0.52,Very Good,I,VS1,61.4,57,5.17,1282
21697,0.51,Good,D,VS2,63.7,57,5.05,1665
21698,0.51,Ideal,G,VS1,62,56,5.06,1656
21699,0.9,Good,I,VS2,62.4,65,6.09,3162
21700,0.25,Ideal,G,VVS2,62.1,57,4.01,525
21701,0.5,Very Good,H,VS2,61.8,63,5.08,1178
21702,1,Premium,G,SI1,61.9,62,6.22,5154
21703,0.25,Very Good,E,VVS1,62.9,58,4.01,576
21704,0.3,Ideal,F,SI1,62.5,56,4.28,475
21705,0.33,Ideal,G,VVS1,62.3,55,4.44,1040
21706,0.72,Ideal,E,SI1,62.7,55,5.64,2886
21707,1.51,Very Good,H,SI2,62.3,58,7.31,9107
21708,0.7,Premium,F,SI1,61.8,59,5.76,2268
21709,1.2,Very Good,I,SI1,63.1,61,6.65,4301
21710,0.3,Ideal,D,VS1,61.8,57,4.27,949
21711,0.71,Very Good,F,VS2,61.3,61,5.68,2860
21712,0.72,Ideal,E,VVS2,62.1,56,5.72,4285
21713,0.71,Ideal,G,VVS2,62.5,58,5.7,2978
21714,1.12,Good,H,SI1,59.8,61,6.72,5094
21715,0.52,Ideal,H,SI2,61,55,5.19,1054
21716,0.39,Very Good,I,VVS1,61.3,58,4.74,805
21717,0.28,Very Good,E,VVS2,63.2,56,4.17,669
21718,0.9,Good,H,SI1,63.8,56,6.07,2732
21719,0.41,Premium,F,VVS2,61,59,4.83,1192
21720,1,Very Good,E,SI2,63.5,54,6.41,4480
21721,1.25,Ideal,G,VVS1,61.3,56,6.95,10996
21722,1.02,Premium,D,VS1,61.3,58,6.52,8181
21723,1.55,Ideal,D,VS2,60.1,58,7.56,15845
21724,1.02,Premium,D,SI1,62.3,59,6.38,5890
21725,1.2,Premium,G,SI1,63,58,6.72,6026
21726,1.11,Ideal,E,SI1,61.4,58,6.66,6291
21727,0.71,Premium,F,SI1,59.8,62,5.74,2756
21728,1.66,Good,J,VS2,64.4,54,7.45,8496
21729,1.06,Premium,F,SI2,62.5,58,6.54,4719
21730,0.53,Premium,F,SI1,62,59,5.23,1428
21731,0.5,Ideal,D,VS2,61.1,57,5.11,2243
21732,0.23,Very Good,G,VVS1,62,56,3.95,484
21733,2.15,Ideal,J,VS1,60.9,55,8.35,15613
21734,2.01,Very Good,F,SI2,63.3,59,7.98,11925
21735,0.41,Premium,D,SI2,62.3,58,4.77,876
21736,0.3,Ideal,G,IF,61,57,4.31,863
21737,0.33,Ideal,D,VS2,62.3,56,4.46,1002
21738,1,Good,F,SI1,57.9,62,6.55,4961
21739,0.7,Very Good,H,SI2,59.9,57,5.74,2034
21740,0.9,Very Good,F,SI1,63.6,58,6.1,3679
21741,0.73,Premium,F,VS2,59.9,59,5.87,2841
21742,1.52,Premium,J,VS1,62.2,59,7.32,8426
21743,0.5,Premium,E,VS2,60.5,60,5.13,1699
21744,0.24,Very Good,E,VVS1,63.5,57,3.94,492
21745,1.21,Ideal,I,VS2,62,60,6.77,6135
21746,0.34,Very Good,H,VS2,60,58,4.52,521
21747,0.7,Good,D,SI1,63.6,60,5.59,2512
21748,0.58,Ideal,F,VS2,62.1,55,5.33,1666
21749,0.31,Ideal,H,VVS2,62.4,57,4.32,625
21750,1.22,Premium,H,VS1,58.9,59,7.02,7283
21751,1.01,Very Good,G,SI1,60.2,58,6.5,4719
21752,1.13,Ideal,H,SI1,62.3,56,6.69,5483
21753,1.22,Very Good,G,SI1,61.8,58,6.82,6656
21754,0.23,Very Good,E,VVS1,62.1,58,3.9,530
21755,0.41,Ideal,F,VS1,60.6,57,4.84,1076
21756,0.34,Premium,G,VS2,61.2,62,4.48,765
21757,0.24,Ideal,G,VS1,61.8,56,3.99,442
21758,0.26,Good,E,IF,59.6,61,4.13,597
21759,0.4,Ideal,D,VVS2,60.9,57,4.74,1353
21760,1,Good,D,SI2,57.8,58,6.61,4295
21761,0.4,Very Good,E,SI1,62.2,62,4.66,687
21762,1.03,Ideal,E,VS1,59.5,57,6.6,7477
21763,0.71,Premium,I,SI2,60.3,58,5.78,1917
21764,0.3,Ideal,G,VVS2,61.5,55,4.3,684
21765,0.62,Ideal,D,VS1,61,57,5.51,2562
21766,0.54,Ideal,G,IF,61.6,57,5.22,2361
21767,0.26,Ideal,F,VS1,62.3,56,4.08,452
21768,0.27,Ideal,I,VVS2,62.1,55,4.17,459
21769,1.21,Ideal,E,VS2,62.4,54,6.86,9215
21770,1.01,Good,G,VVS2,63.4,55,6.34,6843
21771,1.53,Premium,G,VS1,60.2,59,7.5,13119
21772,0.32,Premium,G,VS2,61.1,58,4.42,561
21773,1.25,Ideal,D,SI2,61.9,54.4,6.9,6779
21774,1,Ideal,D,SI1,61.9,57,6.39,5804
21775,0.54,Very Good,I,SI1,,60,5.2,1079
21776,0.56,Very Good,G,SI1,61.1,56,5.32,1408
21777,2.21,Premium,J,SI2,62.7,57,8.33,13642
21778,1.5,Good,G,VS2,63.6,60,7.24,12787
21779,0.71,Fair,J,VS2,64.4,56,5.64,1826
21780,0.52,Premium,G,SI2,61.4,56,5.27,1235
21781,0.59,Very Good,E,VS2,59.4,63,5.42,2145
21782,1.01,Good,F,VS2,63.3,55,6.32,5731
21783,1.15,Good,H,SI1,60.2,61,6.74,5005
21784,1.51,Ideal,H,VS2,62.6,57,7.37,10685
21785,0.41,Premium,D,SI2,61.9,58,4.73,876
21786,0.31,Premium,H,VS1,59.9,59,4.4,698
21787,0.31,Ideal,E,VS2,60.9,57,4.36,745
21788,0.53,Ideal,D,SI1,61.7,56,5.15,1631
21789,1.17,Ideal,G,VS2,61.4,56,6.77,7550
21790,0.48,Premium,G,SI1,59.7,59,5.07,960
21791,1.2,Very Good,G,SI2,62,60,6.78,5698
21792,1.2,Premium,F,SI1,62.9,58,6.76,6435
21793,0.7,Premium,F,VVS1,61.8,60,5.67,3348
21794,0.45,Very Good,G,VVS1,60.1,58,4.95,1263
21795,0.42,Premium,E,SI1,61.6,59,4.83,773
21796,1.05,Ideal,G,VS2,61.1,57,6.55,5504
21797,1.01,Very Good,E,SI1,62.9,60,6.35,5499
21798,0.71,Premium,E,VS2,62.4,60,5.66,2590
21799,0.58,Ideal,F,VS1,60.3,57,5.47,2227
21800,0.91,Good,F,SI1,63.7,58,6.1,3993
21801,0.32,Good,G,SI1,63.5,56,4.35,477
21802,1.21,Ideal,I,VS1,60.3,60,6.89,6279
21803,0.3,Ideal,F,SI1,61.2,55,4.35,609
21804,1.08,Ideal,D,VS2,61.9,58,6.54,8481
21805,0.31,Premium,D,SI2,62.1,59,4.31,462
21806,0.87,Ideal,H,SI2,62.7,56,6.16,2816
21807,0.31,Ideal,I,SI1,61.3,55,4.39,395
21808,1.61,Ideal,F,VS2,62.9,56,7.52,15426
21809,1.2,Premium,H,SI1,62.9,55,6.77,5975
21810,0.52,Premium,F,SI1,59.5,59,5.31,1338
21811,0.38,Very Good,F,VS2,61.9,54.8,4.63,906
21812,1.18,Premium,G,VVS2,58.2,62,6.92,9188
21813,0.34,Ideal,G,IF,61.6,56,4.48,1014
21814,1,Very Good,E,SI1,63.1,57,6.36,5051
21815,1.76,Fair,J,VS1,56.9,66,8.09,9314
21816,1.28,Premium,H,SI2,62.5,62,6.89,5161
21817,0.3,Premium,I,VS1,61.7,58,4.32,608
21818,0.3,Ideal,J,VVS2,62.1,56,4.31,439
21819,0.52,Ideal,F,VS1,61.2,57,5.16,1778
21820,0.41,Very Good,D,VS2,,54,4.77,939
21821,0.9,Very Good,D,SI2,58.1,60,6.24,3371
21822,2,Very Good,G,SI1,61.8,61,8,18524
21823,0.39,Good,J,VS1,63.5,58,4.59,616
21824,0.78,Premium,E,VS2,62.8,60,5.86,3494
21825,1.11,Good,F,SI1,63.1,56,6.59,5769
21826,0.73,Ideal,J,VS2,62.3,55,5.74,2101
21827,0.43,Ideal,E,VVS2,62,57,4.84,1245
21828,1.26,Ideal,E,VVS2,61.1,57,7,14429
21829,0.34,Ideal,F,VS1,62.1,57,4.53,956
21830,0.32,Very Good,H,VS2,62.8,55,4.38,505
21831,0.32,Premium,G,IF,59.4,60,4.45,891
21832,0.53,Ideal,G,VVS2,62.1,54,5.18,1893
21833,0.55,Very Good,F,SI1,59.5,61,5.28,1410
21834,0.74,Premium,F,SI1,58.8,61,5.88,2042
21835,0.71,Ideal,D,SI1,60.8,57,5.75,3502
21836,0.31,Ideal,E,VVS1,62.3,57,4.32,936
21837,1.25,Premium,J,SI2,62.3,59,6.86,4410
21838,1.7,Good,H,VS2,63.3,57,7.54,12117
21839,1.01,Premium,G,VS2,59.8,61,6.53,5620
21840,1.02,Premium,F,VS1,61.4,59,6.48,6238
21841,0.4,Good,E,SI2,64.2,57,4.68,617
21842,0.56,Ideal,D,SI1,61.4,57,5.34,1814
21843,1.25,Good,F,SI2,59,61,7.01,6032
21844,1.18,Good,G,SI1,64.2,62,6.6,4678
21845,0.54,Ideal,G,VS1,62.3,55,5.2,1754
21846,0.3,Ideal,H,VVS2,62.2,57,4.29,776
21847,0.71,Ideal,G,VVS2,61.5,57,5.73,2893
21848,1.7,Premium,F,VS2,62.5,61,7.54,13737
21849,0.73,Ideal,F,VVS2,61.7,54,5.76,3524
21850,0.5,Very Good,D,SI1,63.4,56,5.01,1354
21851,0.41,Very Good,F,VS2,62.8,57,4.73,863
21852,0.75,Good,G,SI2,,62,5.66,2115
21853,0.72,Ideal,G,VS1,61.8,56,5.74,3478
21854,1.51,Very Good,I,VVS2,61.9,56,7.35,9416
21855,1.02,Very Good,I,VS1,62.2,60,6.4,5302
21856,0.35,Ideal,G,IF,60.7,57,4.59,959
21857,1.51,Premium,H,VS1,62.4,60,7.34,10939
21858,0.35,Premium,G,VS1,61.2,58,4.51,706
21859,1.22,Ideal,H,SI2,62.3,57,6.84,6398
21860,2.01,Very Good,H,SI2,,57,8,16111
21861,0.54,Premium,H,SI1,61,58,5.23,1154
21862,0.66,Ideal,F,VS2,62.4,54,5.55,2648
21863,0.3,Ideal,G,VVS1,61.7,57,4.32,764
21864,1.22,Ideal,H,SI2,61,57,6.89,5099
21865,1.11,Premium,E,VS2,62.2,58,6.61,7619
21866,0.75,Fair,F,SI1,64.6,57,5.7,2700
21867,0.4,Ideal,F,VVS1,61.1,56,4.78,1908
21868,1.22,Ideal,I,SI1,,57,6.99,5807
21869,0.36,Ideal,E,VS1,62,56,4.57,852
21870,1.01,Premium,I,SI2,60.5,61,6.47,3761
21871,0.73,Very Good,G,VS1,61,60,5.76,2708
21872,0.4,Good,E,SI1,63.3,56,4.68,687
21873,1.03,Ideal,I,SI1,62.2,58,6.45,4434
21874,0.55,Ideal,I,IF,60.1,56,5.33,2098
21875,0.35,Very Good,E,SI1,61.9,58,4.49,614
21876,0.57,Ideal,I,VS2,61.5,56,5.32,1326
21877,1.46,Premium,I,SI2,62.4,59,7.21,5519
21878,0.34,Premium,G,VS2,61.6,60,4.49,765
21879,0.72,Ideal,D,SI2,62.3,57,5.75,2435
21880,1.15,Very Good,G,VVS2,63.2,58,6.68,9068
21881,0.3,Ideal,E,SI1,62.9,57,4.3,675
21882,1.25,Very Good,F,SI2,58,63,7.16,5851
21883,0.7,Ideal,D,VS1,62.3,55,5.64,3840
21884,1.33,Ideal,I,VS2,62.5,54,7.02,7186
21885,1.28,Ideal,G,IF,60.8,57,7.02,11372
21886,2.02,Ideal,I,SI2,62.6,56,8.05,10181
21887,0.3,Ideal,E,VS1,61.7,57,4.31,911
21888,0.55,Ideal,E,VS2,,54,5.29,1741
21889,0.3,Premium,I,VVS2,61.7,58,4.37,675
21890,1.01,Premium,F,VS2,62.5,58,6.43,6271
21891,0.52,Premium,I,VS1,59.6,60,5.17,1141
21892,1.83,Fair,J,I1,70,58,7.34,5083
21893,0.52,Ideal,D,VS2,,56,5.2,1919
21894,0.81,Very Good,H,VS1,62.2,57,5.91,3314
21895,1.36,Very Good,E,SI2,61.7,59,7.09,7288
21896,1.61,Premium,F,SI1,62.9,59,7.5,8024
21897,0.26,Premium,D,VS1,60,56,4.18,546
21898,1.03,Ideal,J,SI1,62.3,57,6.48,3738
21899,1,Premium,G,VS1,61.9,60,6.39,5242
21900,0.59,Ideal,G,SI1,62.3,55,5.37,1431
21901,1.52,Ideal,I,SI1,61.2,55.4,7.38,9067
21902,0.29,Ideal,F,VS2,61.6,56,4.28,504
21903,0.71,Ideal,D,VS2,60.4,57,5.77,3135
21904,1.36,Premium,I,VS1,62,59,7.1,7592
21905,1.12,Premium,G,SI2,62.8,58,6.62,4478
21906,0.76,Premium,E,VS2,60.1,59,6.01,3192
21907,1.57,Premium,H,VS1,62.8,60,7.44,11711
21908,1.01,Fair,E,SI2,67.4,60,6.19,2797
21909,1.15,Premium,F,SI2,61.1,57,6.82,5120
21910,0.53,Ideal,F,IF,62.4,55,5.2,2447
21911,0.41,Very Good,F,SI1,62.5,58,4.74,702
21912,1.31,Ideal,G,VS1,61.9,56,7.03,10099
21913,0.47,Ideal,E,VVS2,61.6,56,4.97,2113
21914,1.21,Very Good,G,SI1,63.4,60,6.68,4637
21915,1.23,Ideal,G,VS2,62.4,57,6.88,8233
21916,1,Premium,F,VS1,62,59,6.42,7056
21917,0.48,Very Good,F,VS2,61.1,58,5.05,1251
21918,0.46,Ideal,D,VS1,61.6,57,4.95,1637
21919,0.73,Premium,E,SI1,62.2,59,5.77,2821
21920,0.32,Premium,F,VVS2,62.2,59,4.41,806
21921,1.35,Ideal,J,VS2,61.4,57,7.13,5969
21922,0.71,Ideal,D,SI1,60.8,56,5.8,2863
21923,0.72,Very Good,G,SI1,63.3,53,5.73,2318
21924,0.3,Very Good,G,SI1,60.1,62,4.35,447
21925,1.5,Very Good,H,SI1,60.6,60,7.45,10380
21926,2.16,Ideal,J,VS1,61.4,55,8.34,18462
21927,1.51,Very Good,I,SI1,61.4,60,7.37,8073
21928,1.01,Ideal,I,SI1,61.9,57,6.4,4509
21929,1.2,Premium,F,SI2,62.9,57,6.8,5712
21930,0.41,Ideal,E,VVS1,61.3,55,4.8,1431
21931,0.32,Very Good,E,SI1,63.5,56,4.38,672
21932,0.32,Ideal,D,VVS1,61.9,56,4.39,1140
21933,0.3,Ideal,F,VS2,62.1,53.3,4.3,601
21934,0.34,Ideal,D,VVS1,61.7,57,4.52,1211
21935,1,Good,H,VS1,60.1,62,6.38,5743
21936,0.63,Ideal,E,VS1,61.5,56,5.53,2526
21937,1.56,Good,J,VS2,57.6,65,7.6,6966
21938,0.34,Ideal,H,VVS2,61.7,55,4.48,667
21939,0.71,Ideal,J,VS1,61.9,55,5.75,2034
21940,1.04,Ideal,G,VVS1,62.2,55,6.51,8794
21941,0.46,Ideal,E,VVS1,62.6,53,4.93,1816
21942,1.57,Premium,I,VS2,62.2,58,7.43,7755
21943,0.52,Ideal,G,VS2,61.2,56,5.16,1586
21944,1.14,Ideal,F,VS1,61.1,55,6.74,8953
21945,1,Fair,G,SI1,64.7,60,6.22,4312
21946,1.52,Very Good,G,VS2,62.4,56,7.26,11093
21947,1.14,Ideal,H,SI1,60.4,57,6.78,5861
21948,1.11,Good,D,SI2,60.1,63,6.68,4877
21949,0.4,Very Good,D,SI1,63.3,57,4.71,924
21950,1.05,Very Good,F,VVS2,61.3,59,6.48,8537
21951,0.4,Premium,E,SI1,61.3,61,4.76,945
21952,1.03,Fair,G,SI1,64.7,63,6.36,4424
21953,0.54,Ideal,G,SI1,59.6,59,5.34,1574
21954,1.37,Ideal,G,IF,62.3,54,7.11,13439
21955,0.56,Ideal,D,VS2,61,57,5.28,1963
21956,1.03,Premium,H,SI2,62,60,6.47,3749
21957,0.7,Good,J,SI2,61.2,64,5.68,1824
21958,0.55,Ideal,F,SI2,62.3,57,5.22,1175
21959,0.32,Ideal,G,IF,61.8,55,4.38,898
21960,0.56,Premium,E,VS2,61,62,5.36,1882
21961,1.01,Good,F,VS1,59,62,6.56,6794
21962,1,Premium,G,VS2,60,59,6.52,5967
21963,1.51,Very Good,H,SI2,60.8,56,7.41,8372
21964,1.01,Premium,G,SI1,62.5,60,6.34,4588
21965,0.52,Ideal,D,VVS2,62.3,56,5.12,2362
21966,1.7,Ideal,G,VS2,61.3,57,7.67,15941
21967,0.45,Premium,E,VS1,60.8,60,4.94,1282
21968,0.4,Premium,G,VS1,60.3,59,4.76,877
21969,1.07,Premium,I,SI2,59.7,59,6.68,4206
21970,0.38,Ideal,G,SI1,62.4,57,4.65,855
21971,1.02,Good,J,SI2,62.2,61,6.41,3639
21972,2.01,Very Good,I,SI1,60.3,59,8.14,15126
21973,0.4,Good,F,VS2,64.1,56,4.65,723
21974,1.5,Good,G,VS2,63.8,56,7.2,11508
21975,1.5,Premium,G,VS1,60.2,58,7.41,13720
21976,1.01,Fair,G,VS1,64.6,60,6.34,6353
21977,0.42,Ideal,D,VS2,62.4,55,4.8,1031
21978,0.23,Very Good,F,VS2,61.6,59,3.96,402
21979,1.01,Good,H,SI1,63.3,58,6.37,4559
21980,0.82,Ideal,F,SI1,61.7,56,6.01,3810
21981,1.04,Premium,I,I1,61.6,61,6.47,2870
21982,0.31,Ideal,G,IF,62.1,56,4.31,871
21983,0.71,Premium,E,SI2,62.7,59,5.66,2322
21984,0.72,Ideal,H,SI1,62,57,5.73,2361
21985,0.35,Premium,E,SI2,61.5,59,4.52,491
21986,0.4,Premium,E,SI1,60.9,56,4.8,945
21987,0.43,Very Good,F,VVS1,61.5,56,4.86,1358
21988,0.34,Ideal,E,VS1,62.4,54,4.49,1060
21989,0.71,Ideal,E,VVS1,61.9,55,5.73,4027
21990,0.7,Ideal,E,SI1,62.3,56,5.68,2575
21991,0.33,Very Good,E,SI1,62,60,4.38,579
21992,2.06,Very Good,F,SI2,61.5,56,8.15,16603
21993,0.54,Ideal,E,SI2,60.7,56,5.3,1340
21994,0.9,Very Good,F,VS2,63.4,58,6.07,4400
21995,0.42,Good,F,SI2,64.1,56,4.76,646
21996,0.53,Very Good,E,SI2,63.2,54,5.19,1227
21997,1.16,Ideal,J,IF,60.6,56,6.79,5519
21998,1.03,Premium,D,SI1,60.5,61,6.47,5410
21999,0.34,Premium,E,SI1,61.9,59,4.48,765
22000,0.3,Ideal,E,VS1,61.8,56,4.32,670
22001,0.52,Ideal,E,VS2,61.5,56,5.16,1760
22002,0.45,Ideal,G,VVS2,61.8,57,4.94,1181
22003,1.11,Ideal,H,SI1,61.6,56,6.69,5456
22004,0.35,Ideal,I,IF,61.1,56,4.56,715
22005,1.1,Ideal,H,VS2,62.6,57,6.61,4048
22006,0.6,Ideal,D,VS2,62.8,57,5.37,2061
22007,0.61,Very Good,D,SI1,58.5,58,5.54,1828
22008,1.32,Ideal,G,VS2,62.4,57,7.05,8728
22009,0.5,Good,D,SI1,57.2,60,5.25,1190
22010,0.5,Very Good,F,SI1,62.8,56,5.03,1250
22011,0.94,Premium,E,SI1,62,58,6.27,4580
22012,1.2,Premium,E,VVS1,60.6,60,6.95,14192
22013,0.85,Ideal,D,VS2,61.9,55,6.07,3821
22014,0.87,Very Good,G,SI2,59.9,58,6.19,2802
22015,0.78,Ideal,F,VS2,61.5,56,5.94,3531
22016,1.11,Premium,I,VS2,63,53,6.64,4744
22017,1.74,Ideal,I,VS1,61.8,56,7.69,15189
22018,2.66,Good,H,SI2,64.3,60,8.71,18495
22019,1.71,Ideal,F,VS2,61.9,57,7.73,16384
22020,0.3,Very Good,F,VS2,63.4,59,4.25,725
22021,1.01,Ideal,E,SI2,62.1,56,6.39,4355
22022,0.99,Fair,I,SI2,68.1,56,6.21,2811
22023,1.57,Premium,D,SI1,62.2,59,7.37,11976
22024,0.4,Premium,G,SI1,62,59,4.7,702
22025,1.51,Fair,I,VS2,64.6,58,7.19,8287
22026,1.05,Very Good,E,SI2,62.2,59,6.44,3816
22027,0.31,Premium,H,VS2,62.2,59,4.38,628
22028,0.75,Good,E,SI2,63.8,55,5.74,2453
22029,0.52,Ideal,D,SI1,60,56,5.24,1720
22030,0.31,Very Good,E,VVS2,64.2,55,4.24,721
22031,0.71,Premium,G,SI1,62,60,5.68,2388
22032,0.7,Ideal,E,SI2,62,56,5.71,2061
22033,0.39,Very Good,J,VS1,63.5,58,4.64,790
22034,0.49,Very Good,H,VVS2,62.3,57,5.02,1588
22035,0.41,Very Good,F,VVS1,61.4,58,4.76,1122
22036,0.41,Good,H,SI1,63.8,56,4.69,683
22037,2.14,Premium,H,SI2,62,60,8.27,16723
22038,1.5,Premium,H,I1,60.1,57,7.4,3457
22039,0.3,Ideal,I,VVS1,61.3,57,4.34,709
22040,0.3,Ideal,I,VVS2,62,56,4.29,515
22041,0.91,Very Good,E,SI2,58.5,60,6.31,3438
22042,0.34,Ideal,F,VVS2,61.7,55,4.49,784
22043,0.24,Ideal,F,VVS1,61.8,59,4,526
22044,0.56,Ideal,H,SI1,60.3,58,5.35,1253
22045,0.86,Ideal,I,VS2,63,53,6.1,2706
22046,0.33,Ideal,G,VVS1,62.3,55,4.46,1114
22047,1.26,Good,J,VS2,63.2,57.3,6.81,5211
22048,1.5,Very Good,D,SI1,,59,7.33,12179
22049,1.16,Very Good,H,SI2,62.8,59,6.7,5799
22050,0.3,Ideal,H,VS1,61.6,55,4.3,675
22051,0.43,Very Good,F,SI2,60.5,59,4.88,679
22052,1,Premium,F,VS1,62.7,55,6.39,7056
22053,0.37,Very Good,F,VS1,58.6,65,4.68,863
22054,0.53,Ideal,E,VS2,61,57,5.26,1727
22055,0.44,Premium,H,VS2,61.3,58,4.91,1040
22056,1.01,Premium,F,VS2,62.3,58,6.34,6271
22057,0.33,Very Good,G,VS2,59.4,61,4.49,579
22058,0.3,Ideal,H,VS1,62.1,54,4.32,526
22059,0.27,Very Good,G,VVS2,,56,4.14,504
22060,0.96,Good,H,SI2,56.7,62,6.51,3454
22061,0.36,Premium,D,SI2,61.5,60,4.6,689
22062,0.78,Very Good,F,SI2,61.5,59,5.88,2307
22063,2.02,Ideal,J,SI1,59.8,60,8.21,12713
22064,2.03,Ideal,H,SI1,60.8,57,8.24,18026
22065,0.84,Very Good,H,SI1,61.2,57,6.1,2847
22066,0.32,Ideal,E,VS2,,57,4.51,960
22067,1.07,Premium,G,VS2,62.2,58,6.54,6040
22068,1,Good,E,VVS1,63.4,59,6.27,8359
22069,1.51,Good,H,SI1,61.8,61,7.25,9218
22070,1.26,Very Good,H,VS2,63.1,58,6.91,5849
22071,0.57,Ideal,F,VS2,61.6,56,5.37,1684
22072,0.51,Premium,G,SI2,59.9,60,5.14,1004
22073,1.25,Premium,G,VVS1,58.2,61,7.1,8281
22074,0.7,Ideal,E,SI1,62,56,5.68,2948
22075,0.46,Ideal,E,VS1,62.2,54,4.9,1393
22076,0.9,Fair,I,VVS2,60.9,66,6.1,3288
22077,0.75,Good,E,SI2,59.7,62,5.85,2497
22078,0.71,Very Good,F,SI2,61.6,59,5.7,2326
22079,0.6,Ideal,E,SI1,61.4,57,5.52,1601
22080,0.3,Very Good,D,VVS2,59.3,57,4.39,719
22081,2.07,Fair,D,SI2,64.5,60,7.99,13016
22082,2.23,Premium,J,SI1,62.1,59,8.29,13069
22083,0.87,Very Good,H,SI1,62.2,57,6.05,3180
22084,0.5,Fair,E,SI1,65.1,58,5.04,1114
22085,0.4,Very Good,E,SI1,61.3,61,4.73,737
22086,0.71,Ideal,I,SI1,60.2,60,5.77,2319
22087,0.32,Premium,H,SI1,62.3,60,4.4,591
22088,1.33,Fair,F,SI2,64.5,58,6.97,5139
22089,0.66,Ideal,H,SI1,61.6,55,5.63,1936
22090,1.29,Ideal,F,SI2,60.7,58,7,6762
22091,0.3,Premium,F,VS1,60.5,60,4.31,844
22092,0.55,Very Good,F,SI1,60.5,59,5.29,1370
22093,0.7,Good,I,VS2,57.5,62,5.81,2268
22094,0.8,Very Good,H,VS1,62.7,56,5.88,3144
22095,0.36,Ideal,H,SI1,62.3,57,4.54,505
22096,0.31,Good,E,SI1,63.1,54,4.31,544
22097,0.37,Premium,G,SI1,60,57,4.7,708
22098,2.55,Good,H,SI2,63.7,59,8.66,14775
22099,0.3,Very Good,D,VS1,60.1,55,4.37,863
22100,0.72,Very Good,E,SI2,59.9,57,5.85,2573
22101,1.6,Ideal,G,VS1,62,57,7.47,9856
22102,0.3,Ideal,H,SI1,61.9,54,4.33,389
22103,0.32,Very Good,J,SI1,63,58,4.32,374
22104,0.34,Premium,H,VS2,60.2,60,4.56,689
22105,0.33,Premium,G,VS2,60.8,58,4.45,579
22106,0.54,Ideal,G,SI2,61.8,55,5.23,1028
22107,0.87,Very Good,D,SI1,60.2,60,6.12,3664
22108,0.72,Ideal,G,SI2,61.8,57,5.73,1866
22109,0.77,Ideal,H,SI2,60.8,57,5.96,2302
22110,1.22,Very Good,J,SI2,62.2,60,6.77,4058
22111,1.02,Very Good,G,SI2,61.6,61,6.46,4291
22112,0.91,Premium,D,SI2,61.2,58,6.25,3889
22113,1.05,Ideal,F,VS1,62.3,55,6.53,8100
22114,0.52,Ideal,F,VS2,61.8,55.4,5.13,1620
22115,0.34,Very Good,H,VS2,62.4,60,4.41,537
22116,0.41,Ideal,J,VS2,62.4,53,4.79,613
22117,0.34,Ideal,E,VVS1,62.3,56,4.45,1014
22118,1.51,Ideal,I,VVS2,61.6,58,7.35,10821
22119,0.32,Ideal,G,VVS1,61.2,56,4.42,814
22120,0.31,Fair,E,VS2,54.2,63,4.61,814
22121,1.04,Premium,G,VS2,60.1,59,6.56,6589
22122,0.55,Ideal,H,SI1,61.5,54,5.3,1248
22123,0.72,Very Good,E,SI1,61.6,58,5.74,2688
22124,1.27,Premium,I,SI1,62.3,56,6.93,5690
22125,1.1,Ideal,H,SI2,61.9,56,6.65,4250
22126,1.03,Very Good,G,SI2,63.5,56,6.37,4413
22127,1.55,Ideal,I,VS2,62.6,56,7.35,8831
22128,2.01,Good,I,SI1,58.5,62,8.24,14998
22129,0.52,Premium,G,SI1,62.7,58,5.13,1249
22130,0.31,Ideal,J,VS1,61.9,54.7,4.34,429
22131,1.01,Premium,I,SI1,62.9,58,6.37,4242
22132,0.7,Ideal,E,SI1,61.4,57,5.71,2656
22133,0.9,Ideal,D,SI2,60.9,57,6.2,3798
22134,1.01,Good,I,VS2,62.5,59,6.3,4239
22135,0.53,Ideal,E,VS2,61.5,56,5.22,1948
22136,1.51,Very Good,H,SI1,63.3,57,7.23,10053
22137,2.01,Very Good,E,SI2,59.3,61,8.14,17759
22138,2.25,Ideal,H,SI1,62.4,56,8.4,14348
22139,0.35,Ideal,I,VS2,59.8,57,4.59,491
22140,0.91,Very Good,H,SI1,63.4,59,6.12,3710
22141,0.43,Very Good,J,VS2,,59,4.86,731
22142,0.3,Ideal,G,IF,61.4,57,4.33,895
22143,0.78,Very Good,I,SI2,,58,5.92,2271
22144,0.31,Ideal,G,VS2,61.8,57,4.34,544
22145,0.91,Premium,G,SI1,58,59,6.45,3392
22146,1.19,Very Good,H,SI1,60.8,59,6.84,5595
22147,0.96,Ideal,G,VS1,61.1,56,6.34,6807
22148,0.5,Ideal,G,VVS2,62.9,57,5.11,1935
22149,1.01,Very Good,F,SI1,63.3,59,6.42,4989
22150,1.01,Ideal,E,SI2,62.8,57,6.38,4434
22151,2.04,Very Good,I,VS2,60.3,59,8.18,17315
22152,0.57,Very Good,D,VS2,62.5,59,5.28,1748
22153,0.53,Ideal,H,VVS1,61.2,56,5.25,1842
22154,0.4,Very Good,D,VS2,60.8,59,4.71,868
22155,0.5,Ideal,D,SI1,61.8,55,5.11,1848
22156,2.01,Good,I,VS2,59.9,65,8.19,15729
22157,1,Premium,E,VS2,63,58,6.25,7168
22158,0.3,Ideal,I,VS1,62.3,55,4.3,457
22159,0.7,Very Good,G,SI1,62.5,59,5.69,2545
